id,factory_name,factory_code,date,po_number,style_number,color_code,ship_id,po_type,po_quantity,wip8_outputs,tqc3_pass_qty,wip8_po_status_increase,fg10_po_status_increase,fg14_po_status_increase,wip8_po_statu_completion_quantity,fg10_po_statu_completion_quantity,fg14_po_statu_completion_quantity
KH_PP_20260504_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,158,158,158,115,82,158,115,82
KH_PP_20260504_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,176,176,176,85,46,355,176,94
KH_PP_20260504_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,181,181,181,77,40,352,189,128
KH_PP_20260504_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,159,159,159,127,101,159,127,101
KH_PP_20260504_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,179,179,179,127,73,179,127,73
KH_PP_20260504_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,173,173,173,138,107,366,221,162
KH_PP_20260504_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,177,177,177,123,93,177,123,93
KH_PP_20260504_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,180,180,180,-26,54,180,0,54
KH_PP_20260504_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,173,173,173,73,23,511,295,151
KH_PP_20260504_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,170,170,170,116,50,170,116,50
KH_PP_20260504_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,165,165,165,148,117,521,304,188
KH_PP_20260504_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,184,184,184,164,111,351,279,156
KH_PP_20260505_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,156,156,156,114,37,653,428,215
KH_PP_20260505_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,183,183,183,134,54,546,383,227
KH_PP_20260505_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,181,181,181,150,56,534,356,151
KH_PP_20260505_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,184,184,184,115,78,342,230,160
KH_PP_20260505_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,170,170,170,91,49,525,267,143
KH_PP_20260505_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,171,171,171,144,69,171,144,69
KH_PP_20260505_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,169,169,169,135,49,521,354,191
KH_PP_20260505_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,177,177,177,139,101,529,328,229
KH_PP_20260505_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,185,185,185,74,54,344,201,155
KH_PP_20260505_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,169,169,169,72,36,169,72,36
KH_PP_20260505_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,158,158,158,101,62,524,322,224
KH_PP_20260505_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,156,156,156,91,31,333,214,124
KH_PP_20260505_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,168,168,168,94,42,679,389,193
KH_PP_20260505_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,172,172,172,80,46,342,196,96
KH_PP_20260505_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,163,163,163,132,58,163,132,58
KH_PP_20260505_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-05,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,170,170,170,109,78,338,221,154
KH_PP_20260506_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,151,151,151,86,61,697,469,288
KH_PP_20260506_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,112,112,112,48,14,646,404,165
KH_PP_20260506_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,170,170,170,111,61,695,378,204
KH_PP_20260506_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,169,169,169,108,55,340,252,124
KH_PP_20260506_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,185,185,185,-33,78,185,0,78
KH_PP_20260506_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,112,112,112,69,38,633,423,229
KH_PP_20260506_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,171,171,171,97,30,700,425,259
KH_PP_20260506_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,177,177,177,158,72,521,359,227
KH_PP_20260506_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,166,166,166,130,54,345,257,127
KH_PP_20260506_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,154,154,154,74,36,154,74,36
KH_PP_20260506_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,168,168,168,69,36,501,283,160
KH_PP_20260506_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,159,159,159,68,23,838,457,216
KH_PP_20260506_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,169,169,169,131,77,511,327,173
KH_PP_20260506_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,167,167,167,69,27,688,373,215
KH_PP_20260506_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,175,175,175,123,78,175,123,78
KH_PP_20260506_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-06,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,181,181,-20,-12,-8,331,267,148
KH_PP_20260507_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,177,177,177,81,49,872,459,253
KH_PP_20260507_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,175,175,175,118,59,515,370,183
KH_PP_20260507_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,161,161,161,110,52,346,110,130
KH_PP_20260507_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,119,119,119,75,26,752,498,255
KH_PP_20260507_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,160,160,160,123,38,860,548,297
KH_PP_20260507_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,119,119,119,69,48,640,428,275
KH_PP_20260507_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,168,168,-47,-20,-12,298,237,115
KH_PP_20260507_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,169,169,169,123,96,338,195,132
KH_PP_20260507_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,171,171,171,116,51,325,190,87
KH_PP_20260507_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,160,160,160,102,73,684,424,297
KH_PP_20260507_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,167,167,167,72,35,347,72,89
KH_PP_20260507_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,171,171,171,131,82,1009,588,298
KH_PP_20260507_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,119,119,119,101,50,630,428,223
KH_PP_20260507_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,191,191,191,141,79,191,141,79
KH_PP_20260507_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,166,166,166,98,51,854,471,266
KH_PP_20260507_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-07,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,181,181,181,95,33,344,227,91
KH_PP_20260508_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,122,112,112,91,59,765,519,274
KH_PP_20260508_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,164,164,164,135,95,1036,594,348
KH_PP_20260508_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,157,157,157,129,66,672,499,249
KH_PP_20260508_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,167,167,167,89,58,513,199,188
KH_PP_20260508_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,187,187,187,79,40,1047,627,337
KH_PP_20260508_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,188,188,188,120,66,188,120,66
KH_PP_20260508_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,109,109,109,48,19,749,476,294
KH_PP_20260508_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,156,156,156,97,66,454,334,181
KH_PP_20260508_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,178,178,178,109,72,503,299,159
KH_PP_20260508_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,146,146,146,82,40,830,506,337
KH_PP_20260508_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,181,181,181,146,111,528,218,200
KH_PP_20260508_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,105,105,105,56,17,1114,644,315
KH_PP_20260508_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,101,101,101,55,21,731,483,244
KH_PP_20260508_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,170,160,160,-13,39,351,128,118
KH_PP_20260508_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,181,181,181,102,34,1035,573,300
KH_PP_20260508_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,185,185,185,158,108,516,425,256
KH_PP_20260508_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-08,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,172,172,172,131,84,516,358,175
KH_PP_20260509_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,123,123,123,74,31,888,593,305
KH_PP_20260509_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,203,193,193,85,64,890,554,352
KH_PP_20260509_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,57,57,-40,-30,-14,606,374,151
KH_PP_20260509_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,102,102,102,51,16,615,250,204
KH_PP_20260509_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,57,57,57,32,18,809,530,273
KH_PP_20260509_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,165,165,165,72,57,1212,699,394
KH_PP_20260509_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,49,49,49,40,14,798,516,308
KH_PP_20260509_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,180,180,180,149,66,634,483,247
KH_PP_20260509_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,183,183,183,127,76,686,426,235
KH_PP_20260509_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,172,172,172,134,55,1002,640,392
KH_PP_20260509_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,108,108,108,59,37,609,342,197
KH_PP_20260509_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,165,165,165,77,50,693,295,250
KH_PP_20260509_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,126,126,126,51,17,1240,695,332
KH_PP_20260509_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,172,172,172,74,25,347,197,103
KH_PP_20260509_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,120,120,120,71,26,636,496,282
KH_PP_20260509_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,115,115,115,90,27,631,448,202
KH_PP_20260509_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-09,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,171,171,171,136,86,509,357,240
KH_PP_20260511_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,51,51,51,41,32,939,634,337
KH_PP_20260511_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,167,167,-29,-16,-8,861,538,344
KH_PP_20260511_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,99,99,99,83,59,705,457,210
KH_PP_20260511_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,170,170,170,127,61,512,357,221
KH_PP_20260511_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,166,166,166,73,52,1202,667,400
KH_PP_20260511_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,161,161,161,106,46,1373,805,440
KH_PP_20260511_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,163,163,163,66,30,351,186,96
KH_PP_20260511_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,56,56,56,41,32,854,557,340
KH_PP_20260511_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,168,168,168,88,31,506,283,163
KH_PP_20260511_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,175,175,175,92,64,1177,732,456
KH_PP_20260511_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,99,99,79,50,19,1319,745,351
KH_PP_20260511_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,149,149,149,129,72,500,257,190
KH_PP_20260511_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,180,180,180,99,54,1215,672,354
KH_PP_20260511_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,172,172,172,70,32,519,267,135
KH_PP_20260511_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,117,117,117,86,42,753,582,324
KH_PP_20260511_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-11,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,107,107,107,51,40,616,408,280
KH_PP_20260512_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,164,164,164,92,73,1025,630,417
KH_PP_20260512_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,157,157,157,69,53,1359,736,453
KH_PP_20260512_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,167,167,167,106,54,839,605,303
KH_PP_20260512_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,98,98,98,75,30,713,325,234
KH_PP_20260512_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,161,161,161,113,35,1534,918,475
KH_PP_20260512_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,173,173,153,121,91,504,307,187
KH_PP_20260512_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,173,173,173,99,69,807,582,316
KH_PP_20260512_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,151,151,151,90,40,657,373,203
KH_PP_20260512_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,99,99,99,-29,41,708,313,238
KH_PP_20260512_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,173,173,173,88,55,866,383,305
KH_PP_20260512_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,85,100,100,68,26,1419,813,377
KH_PP_20260512_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,159,159,159,135,96,1374,807,450
KH_PP_20260512_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,127,127,127,51,21,880,633,345
KH_PP_20260512_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,99,99,99,68,34,730,516,236
KH_PP_20260512_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-12,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,108,108,108,70,23,724,478,303
KH_PP_20260513_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,61,61,61,29,9,1000,663,346
KH_PP_20260513_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,200,200,200,96,31,1225,726,448
KH_PP_20260513_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,112,112,112,47,36,624,404,257
KH_PP_20260513_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,164,164,164,102,78,1523,838,531
KH_PP_20260513_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,102,102,102,57,39,815,382,273
KH_PP_20260513_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,158,158,158,123,62,1692,1041,537
KH_PP_20260513_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,175,175,175,124,72,832,497,275
KH_PP_20260513_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,183,183,183,161,107,869,587,342
KH_PP_20260513_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,125,125,125,106,59,833,419,297
KH_PP_20260513_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,162,162,162,107,35,1028,490,340
KH_PP_20260513_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,116,116,116,51,22,1535,864,399
KH_PP_20260513_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,174,174,174,71,28,674,328,218
